item_id	Seller	Actors	Actual Color	Artist ID	Aspect Ratio	Color	Genre ID	ISBN	Item Class ID	Literary Genre	MPAA Rating	Product Long Description	Product Name	Product Short Description	Publisher	Recommended Location	Recommended Room	Recommended Use	Short Description	Synopsis	actual_color	tag
7675	ivgStores		Multicolor						19			Includes 8 PoE IP cameras and mounts, eight 100 ft. CAT 5E cables, 110V 240V DVR power supply, HDMI cable, mouse, IR remote and Ethernet cable. Quick 3 step cloud connectivity. Supports Mac and PC. Advanced apps with live viewing, playback, video recording and snap shot for Android and iOS smartphons and tablets. Live video and recorded video viewing simultaneously. 8 built in PoE ports provide video and power in a single cable. 1080p HD recording for all 8 channels. Pre installed 2TB 100% duty cycle HDD. Firmware updates delivered to DVR via Internet. Eight 1080p HD resolution cameras with 1 megapixel 3.6mm lens for superior detail and 72 degree wide angle viewing. Indoor and outdoor weatherproof  metal construction with up to 130ft night vision. Email notification of events with JPEG photo attachment. Warranty: One year.	8 Channel NVR IP Bullet Camera						Includes 8 PoE IP cameras and mounts, eight 100 ft. CAT 5E cables, 110V 240V DVR power supply, HDMI cable, mouse, IR remote and Ethernet cable. Quick 3 step cloud connectivity. Supports Mac and PC. Advanced apps with live viewing, playback, video recording and snap shot for Android and iOS smartphons and tablets. Live video and recorded video viewing simultaneously. 8 built in PoE ports provide video and power in a single cable. 1080p HD recording for all 8 channels. Pre installed 2TB 100% duty cycle HDD. Firmware updates delivered to DVR via Internet. Eight 1080p HD resolution cameras with 1 megapixel 3.6mm lens for superior detail and 72 degree wide angle viewing. Indoor and outdoor weatherproof  metal construction with up to 130ft night vision. Email notification of events with JPEG photo attachment. Warranty: One year.			[1225174]
7676		Tobey Maguire, Kirsten Dunst, James Franco, Willem Dafoe, Alfred Molina, Rosemary Harris, Thomas Haden Church, Topher Grace	Y		Widescreen				2		PG-13	"""Spider-Man"": Average teenager Peter Parker is transformed into an extraordinary super hero after he is accidentally bitten by a radioactive spider. When his beloved uncle is savagely murdered during a robbery, young Peter vows to use his powers to avenge his death. Deeming himself ""Spider-Man,"" he sets about ridding the streets of crime, bringing him into conflict with malevolent super-villain ""Green Goblin"". In ""Spider-Man 2"", the latest installment in the blockbuster ""Spider-Man"" series, based on the classic Marvel Comics hero, Tobey Maguire returns as the mild-mannered Peter Parker, who is juggling the delicate balance of his dual life as college student and a superhuman crime fighter. Peter's life becomes even more complicated when he confronts a new nemesis, the brilliant Otto Octavius (Alfred Molina) who has been reincarnated as the maniacal and multi-tentacled ""Doc Ock."" When Doc Ock kidnaps MJ (Kirsten Dunst), ""Spider-Man"" must swing back into action as the adventure reaches new heights of unprecedented excitement. ""Spider-Man 3"": Peter Parker (Maguire) finally has the girl of his dreams, Mary Jane Watson (Dunst), and New York City is in the throes of Spider-mania! But when a strange alien symbiote turns Spider-Man's suit black, his darkest demons come to light changing Spider-Man inside as well as out. Spider-Man is in for the fight of his life against a lethal mix of villains - the deadly Sandman (Thomas Haden Church), Venom (Topher Grace), and the New Goblin (James Franco) - as well as the enemy within himself.<br><br> Gag/Outtake Reel, Costume and Makeup Test, Historical Documentary: ""Spider-Man: The Mythology of the 21st Century"", Screen Tests: Tobey Maguire, J.K. Simmons, and CGI Spider-Man, Director Profile: Sam Raimi, Filmmaker and Cast Commentaries, ""Ock-umentary: Eight Arms to Hold You"", 12 Part Making-of ""Making the Amazing"", Blooper Reel, Visual Effects Breakdown, ""Grains of Sand: Building Sandman"", ""Re-Imagining the Goblin"", ""Covered in Black: Creating Venom"", On Location in New York and Cleveland, ""Inside the Editing Rooms"" and ""The Science of Sound"", 3 Stunts Featurettes.<br><br> Subtitles: English SDH (Subtitles for Deaf and Hearing Impaired), Includes Both ""Spider-Man 2"" and ""Spider-Man 2.1"" with Additional Footage and Extended Fight Sequences Not Seen in Theaters."	Spider-Man / Spider-Man 2 / Spider-Man 3 (Blu-ray) (Widescreen)						short description is not available	"""Spider-Man"": Average teenager Peter Parker is transformed into an extraordinary super hero after he is accidentally bitten by a radioactive spider. When his beloved uncle is savagely murdered during a robbery, young Peter vows to use his powers to avenge his death. Deeming himself ""Spider-Man,"" he sets about ridding the streets of crime, bringing him into conflict with malevolent super-villain ""Green Goblin"". In ""Spider-Man 2"", the latest installment in the blockbuster ""Spider-Man"" series, based on the classic Marvel Comics hero, Tobey Maguire returns as the mild-mannered Peter Parker, who is juggling the delicate balance of his dual life as college student and a superhuman crime fighter. Peter's life becomes even more complicated when he confronts a new nemesis, the brilliant Otto Octavius (Alfred Molina) who has been reincarnated as the maniacal and multi-tentacled ""Doc Ock."" When Doc Ock kidnaps MJ (Kirsten Dunst), ""Spider-Man"" must swing back into action as the adventure reaches new heights of unprecedented excitement. ""Spider-Man 3"": Peter Parker (Maguire) finally has the girl of his dreams, Mary Jane Watson (Dunst), and New York City is in the throes of Spider-mania! But when a strange alien symbiote turns Spider-Man's suit black, his darkest demons come to light changing Spider-Man inside as well as out. Spider-Man is in for the fight of his life against a lethal mix of villains - the deadly Sandman (Thomas Haden Church), Venom (Topher Grace), and the New Goblin (James Franco) - as well as the enemy within himself"		[95987]
7677			Silver		16:9				19			"<br><b>Refurbished Samsung UN60H7150AFXZA 60"" 1080p 60Hz Class LED 3D Smart HDTV:</b><ul><li>60"" LED panel<br>With a 1920 x 1080 Full HD resolution<li>True 16:9 aspect ratio<br>View your movies as the director intended<li>Built-in digital tuner<br>Watch digital broadcasts, including HDTV programs where available<li>HDMI Inputs: 4<br>Enjoy a superior HD experience with HDMI, the one cable audio/video solution<li>60"" screen measured diagonally from corner to corner<li>DTS Studio Sound<br>Get booming surround sound<li>Built-in WiFi<br>Stream video directly from the Internet<li>Smart Hub<br>Organize your entertainment<li>Full web browser<br>Browse the web with ease<li>Includes 2 pairs of 3D active glasses<br>Start enjoying content right out of the box</ul><br>TV stand sold separately. See all <b><a href=""http://www.walmart.com/cp/133114"" target=""_blank""> TV stands</a></b>.</ul><br><br>TV mount sold separately. See all <b> <a href=""http://www.walmart.com/cp/581514"">TV mounts</a></b>.<br><br><b>ENERGY STAR<sup>&reg;</sup></b><br>Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities."	"Refurbished Samsung UN60H7150AFXZA 60"" 1080p 60Hz Class LED 3D Smart HDTV"						"Witness stunning picture quality with the Samsung LED H7150. Your favorite shows and movies come to life as Micro Dimming Pro enhances color, contrast and detail. You can also multi-task like a master as you watch your favorite TV show and browse the web with Dual Screen. Not sure what to watch? Ask for suggestions based on what's popular and what you've already viewed with S Recommendations. Discover more of what you love with the H7150.<br><br><b>Note:</b> You must have a source of HD programming in order to take full advantage of the Samsung 60"" LED HDTV. Contact your local cable or satellite TV provider for details on how to upgrade."			[3304195, 1229821, 1229819, 1229817]
7678	UnbeatableSale.com		Multicolor						19			6FT DISPLAYPORT CABLE MALE-MALE, WITH LATCHES (M-M)	6FT DISPLAYPORT CABLE MALE-MALE, WITH LATCHES (M-M)						6FT DISPLAYPORT CABLE MALE-MALE, WITH LATCHES (M-M)			[4537]
7679			Multicolor						19			ZyXEL CommunicationsANT2105 - 5dBi Outdoor Dual Band Omni Antenna 2.4GHz & 5.4GHz N-Type Male (Part comes with 2 Antennas)	5dBi Outdoor DB Omni Antenna						5dBi Outdoor DB Omni Antenna			[4536]
7680	UnbeatableSale.com		Multicolor						19			"<b>General Information</b><li>Manufacturer:   Premier Mounts</li><li>Manufacturer Part Number:   P4263T</li><li>Manufacturer Website Address:   www.premiermounts.com</li><li>Product Name:   P4263T Tilt Flat Panel Mount</li><li>Product Type:   Wall-mountable</li><li>Product Model:   P4263T</li><li>Brand Name:   Premier Mounts</li><b>Miscellaneous</b><b>Package Contents</b> <li>Steel Stud</li><li>Concrete</li><li>Wood Fasteners</li><b>Compatibility</b>  37"" - 63"" Flat Panel Display<b>Physical Characteristics</b><li>Dimensions:   21.38"" Height x 31.53"" Width</li><li>Color:   Black </li><b>Warranty</b><b>Product Information</b><li>Rotation:   10�  - Tilt</li><li>Load Capacity:   175 lb Maximum</li>"	Premier Mounts Tilt Flat Panel Mount P4263T						<p>Premier Mounts Tilt Flat Panel Mount P4263T</p><p>175 lb - Black</p>			[581514]
7681	Zoro								19			"Overload Relay, Current Range 8.00 to 12.0A, For Use With CL00, CL01, CL02, CL25, CL04, CL45 Contactors, Trip Class 20, Sensing Method Bimetallic, Features Manual and Auto Reset, Number of Poles 3, Height 3.64 In., Depth 2.52 In., Width 1.77 In., Separate Mounting Kit Required, Kit Required for Retrofit Mtg. RTXP, Standards UL, CSA, IEC<br><b>Features</b><ul><li>Item : Overload Relay</li><li>Kit Required for Retrofit Mtg. : RTXP</li><li>Separate Mounting : Kit Required</li><li>Standards : UL, CSA, IEC</li><li>For Use With : CL00, CL01, CL02, CL25, CL04, CL45 Contactors</li><li>Depth : 2.52""</li><li>Features : Manual and Auto Reset</li><li>Height : 3.64""</li><li>Number of Poles : 3</li><li>Width : 1.77""</li><li>Current Range : 8.00 to 12.0A</li><li>Sensing Method : Bimetallic</li><li>Trip Class : 20</li></ul>"	GENERAL ELECTRIC RT12N Overload Relay, Class 20, 8 to 12A G6518811	Ovrload Rely,8 to 12A,Class 20,Bimetallc								[4483]
7682	Beach Audio Inc		Multicolor						19			"<p><p>4.8K VA Isolated Step-Down Transformer converts high voltage output into low voltage output for powering low voltage AC equipment. This transformer has rack based designs and fit into any standard 19"" rack. This is designed to work with the APC Symmetra and Smart-UPS 208V products.</p></p><b><U>Technical Information</U><BR></b><br><b>Power Rating:</b> 4.80 kVA<br><b>Input Receptacles:</b> NEMA L6-30P<br><b>Output Receptacles:</b> 8 x NEMA 5-20R Protected, 1 x NEMA L14-30R Protected, 2 x NEMA L6-20R Protected, 1 x NEMA L6-30R Protected<br><br><b><U>Power Description</U><BR></b><br><b>Input Voltage:</b> 220 V AC<br><b>Input Voltage Range:</b> 208 V AC Nominal, 180 V AC to 264 V AC<br><b>Output Voltage:</b> 120 V AC Nominal, 208 V AC Nominal<br><b>Frequency:</b> 50 Hz, 60 Hz<br><b>Current:</b> 30 A Input Current, 30 A Output Current<br><br><b><U>Physical Characteristics</U><BR></b><br><b>Color:</b> Black<br><b>Power Cord/Cable:</b> 3 ft<br><b>Height:</b> 5.1""<br><b>Width:</b> 17""<br><b>Depth:</b> 26""<br><b>Form Factor:</b> 2U 19"" Rack-mountable<br><b>Weight (Approximate):</b> 125 lb<br><br><b><U>Environmental Conditions</U><BR></b><br><b>Temperature:</b> 32&deg;F (0&deg;C) to 104&deg;F (40&deg;C) Operating, -13&deg;F (-25&deg;C) to 149&deg;F (65&deg;C) Storage<br><b>Humidity:</b> 0 to 95% Relative Humidity Operating, 0 to 95% Relative Humidity Storage<br><b>Altitude:</b> 0 ft to 10000 ft Operating, 0 ft to 50000 ft Storage<br><br><b><U>Miscellaneous</U><BR></b><br><b>Additional Information:</b> <ul><li>Units per Pallet: 6</li><li>Heavy Duty Design</li></ul><br><b>Package Contents:</b> <ul><li>4.8K VA Isolated Step-Down Transformer</li><li>Installation Guide</li><li>Mounting hardware</li><li>User Manual</li></ul><br><b>Compatibility:</b> <ul><li>APC Symmetra Series</li><li>Smart-UPS RT 208V Series</li></ul><br><b>Certifications & Standards:</b> <ul><li>CSA</li><li>UL Listed</li></ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 2 Year<br><b>Parts Warranty/Labor:</b> 2 Year"	Step-Down Transformer						"<p>4.8K VA Isolated Step-Down Transformer converts high voltage output into low voltage output for powering low voltage AC equipment. This transformer has rack based designs and fit into any standard 19"" rack. This is designed to work with the APC Symmetra and Smart-UPS 208V products.</p>"			[4483]
7683									1			"7"" TFT LCD 16:9 screen<LI>480 x 234 resolution<LI> Compatibility: DVDR/RW, CD_R/RW, JPEG & MP3<LI>180deg  swivel screen<LI> Built-in speakers<LI>Rechargeable Li-Poly battery<LI> A/V & 3.5mm audio output<LI> USB 1.1 & SD(TM) Card reader<LI> 3-sec DVD antishock<LI> Subtitle & audio select<LI>Pink"	"Sylvania Sdvd7060-combo-pink 7"" Swivel-screen Portable Dvd Player [pink]"						short description is not available			[95987]
7684	iSave		Multicolor						1			<br/><br/>- Component video/audio RCA interconnects- Provides high-definition video signal transfer between DVD players and high-end TVs or monitors for optimum picture resolution and color- Flat-ribbon cable configuration- Ultra-flex satin-ivory rubber 6.0mm OD PVC jacket- High-retention RCA connectors-color-coded<br/><br/><ul type=&quot;circle&quot;></ul>	Steren ST-254-603IVM 3' Ivory Component Video-Audio	- Component video/audio RCA interconnects- Provides high-definition video signal transfer between DVD players and high-end TVs or monitors for optimum picture resolution and color- Flat-ribbon cable configuration- Ultra-flex satin-ivory rubber 6.0mm OD PVC jacket- High-retention RCA connectors-color-coded								[4537]
7685	Zoro								19			Limit Switch Head, Actuator Style Rotary, Actuator Location Side, Actuator Length Not Specified, Contact Form Not Applicable, Amps Not Applicable, Voltage Rating 600VAC/250VDC, Travel Pretravel 65 Degrees Max., Overtravel 20 Degrees Min., Differential Travel 40 Degrees Max., Movement CW and CCW, Operating Force 4.00 in.-lb, Operating Temp. 30 Degrees to 250 Degrees F, NEMA Rating 1, 3, 4, 4X, 6, 6P, IP Rating Not Rated, Standards UL, CSA, For Use With HDLS LSN Swithces<br><b>Features</b><ul><li>Item : Limit Switch Head</li><li>Description/Special Features : Maintained</li><li>Actuator Style : Rotary</li><li>Actuator Location : Side</li><li>Operating Temp. : 30 Degrees  to 250 Degrees F</li><li>Voltage Rating : 600VAC/250VDC</li><li>Contact Form : Not Applicable</li><li>Movement : CW and CCW</li><li>NEMA Rating : 1, 3, 4, 4X, 6, 6P</li><li>Operating Force : 4.00 in.-lb</li><li>Standards : UL, CSA</li><li>Amps : Not Applicable</li><li>IP Rating : Not Rated</li><li>Travel : Pretravel 65 Degrees  Max., Overtravel 20 Degrees  Min.,  Differential Travel 40 Degrees  Max.</li><li>Actuator Length : Not Specified</li></ul>	Honeywell Micro Switch Limit Switch Head, LSZ1N	Limit Switch Head,Rotary,Side,CW or CCW								[4483]
7686	Walmart.com		Black						19			<br><b>Philips BDP1200/F7 2D Blu-ray Player:</b><ul><li>Blu-ray Disc playback for sharp images in Full HD 1080p<li>DVD video upscaling to 1080p via HDMI for near-HD images<li>Dolby TrueHD for high fidelity sound<li>EasyLink to control all HDMI CEC devices via a single remote<li>Enjoy all your movies and music from CDs and DVDs</ul>	Philips BDP1200/F7 2D Blu-ray Player						With BDP1200, movies never looked better. Incredibly sharp images in Full HD 1080p are delivered from Blu-ray discs, while DVD upscaling offers near-HD video quality.			[95987]
7687	UnbeatableSale.com		Multicolor						19			Features- RK3188 quad core processor,1-8GHz Android 4-4 Cortex A9- Quad Core GPU- With 3D Graphical processor- With WIFI 802-1bgn- HDMI, TF card slot,USB host- 2,1 USB power- Soft turn off- 2G RAM, 16G ROM- Blue tooth - 4-0 SKU: SRTC011	RKM IV-16G 16GB Quad Core Mini PC	<b>Features</b>.								[106546]
7688								9.78140793737e+12	3	Adult Fiction		Cassette/Spoken Word, Ulverscroft Soundings Ltd, 2014, ISBN13 9781407937366, ISBN10 1407937367	Return to Prior's Ford	Cassette/Spoken Word, Ulverscroft Soundings Ltd, 2014, ISBN13 9781407937366, ISBN10 1407937367	Ulverscroft Soundings Ltd							[4537]
7689	TigerDirect		Black		16:9				19			"<br><b>This product qualifies for Free Premium Delivery.</b><br>How it works: A carrier unpacks TV in room of choice, checks for damage and removes packaging when done. TVs sold through Marketplace are not eligible for Premium Delivery.<br><br><b>LG 55EC9300 55'' 1080p 60Hz Class OLED HDTV:</b><ul><li>55"" LCD panel<br>With a 1920 x 1080 Full HD resolution<li>True 16:9 aspect ratio<br>View your movies as the director intended<li>Built-in digital tuner<br>Watch digital broadcasts, including HDTV programs where available<li>HDMI Inputs: 4<br>Enjoy a superior HD experience with HDMI, the one cable audio/video solution<li>54.6"" screen measured diagonally from corner to corner<li>Wall-mountable<br>VESA standard 400mm x 400mm</ul><br>TV stand sold separately. See all <b><a href=""http://www.walmart.com/cp/133114"" target=""_blank""> TV stands</a></b>.</ul><br><br>TV mount sold separately. See all <b> <a href=""http://www.walmart.com/cp/581514"">TV mounts</a></b>.<br><br><b>ENERGY STAR<sup>&reg;</sup></b><br>Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government, as part of their energy efficiency and environmental activities."	"LG 55EC9300 55"" 1080p 60Hz Class OLED HDTV - Qualifies for Premium Delivery"						"LG Curved OLED TV is a marvel of design and performance. The Full HD 1080p screen offers a vast contrast ratio for the deepest blacks and more lifelike colors; the TV itself is only as thick as a pencil at its thinnest point. Packed with webOS features the EC9300 makes it easy to enjoy movies and more from a host of premium content providers like Netflix, YouTube and Hulu Plus.<br><br><b>Note:</b> You must have a source of HD programming in order to take full advantage of the LG 55"" OLED HDTV. Contact your local cable or satellite TV provider for details on how to upgrade."			[1229817, 1229823, 1229821]
7690			Multicolor						19			<strong>Features</strong><br />&nbsp;<li>Capless design protects USB connector</li><li>Compact and easy to carry</li>	Fuji 32 GB USB 2.0 Flash Drive	Fuji 600012299 32 GB USB 2.0 Flash Drive								[529295]
7691	Mega Retail Store		Multicolor						19			<p>Adtran SFP+ Transceiver Module</p><br>FEATURES:<ul><li>1 x 10GBase-SR10 Gbit/s</li><li>SR</li></ul>	Adtran SFP+ Transceiver Module					Data Networking	Adtran SFP+ Transceiver Module - Mfg Part No. 1700485F1			[1070524]
7692	Circuit City		Multicolor						19			"ControllersController Type:Serial ATAController Type:Serial Attached SCSI (SAS)I/O ExpansionsNumber of Total Expansion Bays:5Number of 3.5"" Bays:5Interfaces/PortsDrive Interface:Serial ATADrive Interface:SASPhysical CharacteristicsColor:BlackForm Factor:InternalHeight:5""Width:5.8""Depth:9.6""MiscellaneousCompatibility:<ul><li>SC748 Series Chassis</li><li>SC745 Series Chassis</li><li>SC743 Series Chassis</li></ul>"	Supermicro CSE-M35TQB 5-Bay SATA Mobile Rack Enclosure						Supermicro CSE-M35TQB SAS/SATA Mobile Rack (Black) - BULK			[4483]
7693									1			? Soft touch power wire;?4-gauge red power wire;?100ft roll	DB LINK STPW4R100Z Soft Touch Power Wire (4 Gauge Red 100ft) (STPW4R100Z)						? Soft touch power wire;?4-gauge red power wire;?100ft roll			[4537]
7694									19			"The CyberPower PDU20M10AT, a 10-outlet 1U rack mount metered auto transfer switch (ATS) PDU, provides 100-120V / 20A output. The PDU distributes power to 10 NEMA 5-20R receptacles from redundant NEMA 5-20P plugs. Dual power cords can be plugged into separate power sources to provide redundancy to single-corded equipment. If there is a power failure or an under/over voltage, the PDU will switch to the secondary power source to insure continuous operation. <br><br> The LCD provides local monitoring of the PDU. Electrical current is displayed in amps and the LCD can be toggled to display input/output voltage, power usage (kW), and hardware/LCD firmware versions.<br><br> The PDU20M10AT includes a SNMP/HTTP card slot for adding an RMCARD202 or RMCARD203 (sold separately).<br><br> The unit has a rugged, industrial-grade metal housing and a 10-foot AC power cord. It can be mounted horizontally, includes a cord retention tray and is UL60950_1 &amp; FCC Class A certified. A three-year warranty is standard.<p><b>General Information</b><ul><li>Manufacturer: CyberPower Systems, Inc</li><li>Manufacturer Part Number: PDU20M10AT</li><li>Brand Name: CyberPower</li><li>Product Series: Metered</li><li>Product Model: PDU20M10AT</li><li>Product Name: PDU20M10AT Metered ATS PDU 120V 20A 1U 10-Outlets (2) 5-20P</li><li>Product Type: PDU</li></ul></p><p><b>Technical Information</b><ul><li>Input Receptacles: 2 x NEMA 5-20P</li><li>Output Receptacles: 10 x NEMA 5-20R</li><li>Protection Type: <ul><li>Under Voltage Protection</li><li>Over Voltage</li></ul></li></ul></p><p><b>Power Description</b><ul><li>Input Voltage: 120 V AC</li><li>Output Voltage: 120 V AC</li><li>Input Current: 20 A</li></ul></p><p><b>Management</b><ul><li>Management: <ul><li>HTTP</li><li>TCP/IP</li><li>UDP</li><li>DHCP</li><li>SNMP</li><li>SNMPv3</li><li>IPv4</li><li>IPv6</li><li>NTP</li><li>SMTP</li></ul></li></ul></p><p><b>Interfaces/Ports</b><ul><li>Network (RJ-45): Yes</li></ul></p><p><b>Physical Characteristics</b><ul><li>Form Factor: Horizontal Rackmount</li><li>Rack Height: 1U</li><li>Height: 1.8""</li><li>Width: 17.1""</li><li>Depth: 9.3""</li><li>Weight (Approximate): 11.02 lb</li></ul></p><p><b>Miscellaneous</b><ul><li>Package Contents: <ul><li>PDU20M10AT Metered ATS PDU 120V 20A 1U 10-Outlets (2) 5-20P</li><li>Mounting Brackets (1 Set)</li><li>Cord Retention Tray</li><li>Cord Organizers</li><li>User Manual</li></ul></li><li>Green Compliant: Yes</li><li>Green Compliance Certificate/Authority: RoHS</li></ul></p><p><b>Warranty</b><ul><li>Limited Warranty: 3 Year</li></ul></p>"	CyberPower PDU20M10AT Metered ATS PDU 120V 20A 1U 10-Outlets (2) 5-20P - 10 x NEMA 5-20R - Network (RJ-45) - 1UHorizonta						short description is not available			[4483]
7695	Pcrush		Multicolor		16:9				19			"<strong><br>Azend Ed8850b Digital TV:</strong><ul><li>ATSC tuner</li><li>7"" portable digital TV has a built-in card reader</li><li>Connect to Xbox 360, Wii, or PlayStation for gaming on-the-go</li><li>7"" display</li></ul>"	"Azend Envizen 7"" Portable Digital TV with DVD Player, ED8850B"						"<p>The ED8850B Azend Envizen Portable Digital TV with DVD Player lets you watch TV, movies, listen to music and play your favorite games. It has a unique built-in internal battery that makes it even more compact and portable than its previous version. With the built-in ATSC digital tuner, you can now access all available digital television channels without a converter box or a monthly subscription. You just need to connect the included antenna with this 7"" portable digital TV. You can now connect to your favorite game consoles with the simple A/V connectivity. The on-board memory card reader on this 7"" portable TV enables you to enjoy video, music, and digital photos saved to SD, MMC, and memory stick cards. Being lightweight, portable, and extremely versatile, this portable digital TV with DVD player allows you to enjoy multimedia wherever you go.</p>"			[95987]
7696									1			SKU: LRZC039111	Lorenz Corporation 99/1087T Walk Worthy - Accompaniment CD	.								[106546]
7697	Tasharina Corp								19			<ul><li>Easily and simply fix this Mount Saddle with a screw and secure wire bundles with a nylon cable tie .</li><li>At first, Mount the saddle with screws, and then use cable ties to tie cables or wires.</li></ul>	Plastic Wire Cable Tie Mount Saddle 5mm 100 Pieces Beige					Television	"<ul><li>Material : Plastic;Model : STM-1A</li><li>Dimension : 15 x 10 x 7mm/ 0.6"" x 0.4"" x 0.27"" (L*W*H);Screw Hole Dia. : 4mm/ 0.16""</li><li>Tie Mount Slot Width : 5mm / 0.2"";Total Weight : 65g</li><li>Package : 100( Â± 2%) x Cable Tie Mount</li></ul>"			[581514]
7698									1			Training Program Kit, GHS, Subject Matter Globally Harmonized System, System Requirements DVD Player, DVD Format, Time 24 min., 40, Language English, Provides Training for Globally Harmonized System, Computer or DVD Player, Material DVD, Includes DVD, Comprehensive Instructors Guide, Employee Quiz, PowerPoint Presentation, (5) Employee Handbooks<br><b>Features</b><ul><li>Includes : DVD, Comprehensive Instructor's Guide, Employee Quiz, PowerPoint Presentation, (5) Employee Handbooks</li><li>Item : Training Program Kit</li><li>Material : DVD</li><li>Type : GHS</li><li>Format : DVD</li><li>Time : 24 min.</li><li>Provides : Training for Globally Harmonized System</li><li>Language : English</li><li>Number of Pages : 40</li><li>System Requirements : DVD Player</li><li>Subject Matter : Globally Harmonized System</li></ul>	BRADY 132428 Training Program Kit, GHS, DVD, English	Training Program Kit,GHS,DVD,English								[522484]
7699					16:9				19			"<p><p><b>4K Ultra HD Resolution</b></p> <p>Stunning Ultra HD resolution offers enhanced clarity and detail for all of your favorite content.</p> <p><b>4K Creative Pro Upscaling</b></p> <p>TCL's proprietary 4K Creative Pro upscaling engine allows you to view your favorite HD content in near 4K quality.</p> <p><b>4K Spotlight Channel</b></p> <p>Finding and enjoying 4K content across popular streaming channels is made easy by the 4K Spotlight Channel.</p> <p><b>Make it Yours</b></p> <p>Personalize your Home screen, put your favorite cable/satellite TV, streaming channels, gaming console, and other devices front-and-center. No more flipping through inputs or wading through complicated menus.</p> <p><b>Comprehensive Search</b></p> <p>Easily search across top streaming channels by title, actor or director-all from one place-with Roku Search. Voice search is available on the free Roku Mobile App and provides a fun, fast way to search for what you want to watch.</p> <p><b>Dual-band WiFi &amp; Ethernet Port</b></p> <p>Get fast and easy access to your favorite content with the dual-band Wifi connection or plug into the Ethernet port.</p> <p><b>Little Screen, Meet Big Screen</b></p> <p>Send photos, videos, and music from your smartphone to the TV. Plus, with Netflix and YouTube apps, cast movies, shows, sport highlights, and more.</p> <p><b>Enhanced Remote: Simply Better</b></p> <p>The super-simple Roku Enhanced Remote has only 20 buttons for easy navigation, voice search, headphones for private listening, and lost Remote Finder.</p> <p><b>Powerful Mobile App</b></p> <p>Download the free Roku app and turn your smartphone or tablet into a full function remote with voice search, plus cast personal media, browse and add channels.</p></p><b><U>Additional Product Specifications</U><BR></b><br><b>Full Product Specifications:</b> <a href='http://content.etilize.com/Detailed-Specs/EN/1033203740.html' target='_blank' rel='nofollow'>Click to view</a><br><br><b><U>Technical Information</U><BR></b><br><b>Screen Size:</b> 65""<br><b>Backlight Technology:</b> LED<br><b>Aspect Ratio:</b> 16:9<br><b>Smart TV:</b> Yes<br><b>Features:</b> Wall Mountable, Media Player, Progressive Scan<br><b>PC Streaming:</b> Yes<br><b>Internet Access:</b> Yes<br><b>Streaming Service:</b> Roku, Netflix, YouTube, VUDU, Hulu, ESPN, Amazon Instant Video<br><br><b><U>Video</U><BR></b><br><b>Video Signal Standard:</b> 4K UHDTV<br><b>Standard Refresh Rate:</b> 60 Hz<br><b>Maximum Resolution:</b> 3840 x 2160<br><b>Scan Format:</b> 2160p<br><br><b><U>Audio</U><BR></b><br><b>RMS Output Power:</b> 16 W<br><b>Sound System:</b> Dolby Digital Plus<br><br><b><U>Network & Communication</U><BR></b><br><b>Ethernet:</b> Yes<br><b>Wireless LAN:</b> Yes<br><br><b><U>Interfaces/Ports</U><BR></b><br><b>HDMI:</b> Yes<br><b>Total Number of HDMI Ports:</b> 4<br><b>USB:</b> Yes<br><br><b><U>Power Description</U><BR></b><br><b>Operating Power Consumption:</b> 260 W<br><br><b><U>Physical Characteristics</U><BR></b><br><b>VESA Mount Standard:</b> 400 x 400<br><b>Height:</b> 33.7""<br><b>Width:</b> 57.6""<br><b>Depth:</b> 2.2""<br><b>Height with Stand:</b> 36.10""<br><b>Width with Stand:</b> 57.60""<br><b>Depth with Stand:</b> 11.60""<br><b>Weight (Approximate):</b> 51.80 lb<br><b>Weight with Stand (Approximate):</b> 54 lb<br><br><b><U>Miscellaneous</U><BR></b><br><b>Package Contents:</b> <ul> <li>65"" LED UHD TV 65US5800</li> <li>Quick Start Guide</li> <li>Power Cord</li> <li>Remote Control</li> <li>2 x AA Remote Control Batteries</li> <li>Headphones</li> </ul><br><br><b><U>Warranty</U><BR></b><br><b>Limited Warranty:</b> 1 Year"	"Tcl 65us5800 65"" 2160p Led-lcd Tv - 16:9 - 4k Uhdtv - 3840 X 2160 - Dolby Digital Plus - 16 W Rms - Led - Smart Tv - 4 X Hdmi - Usb - Ethernet - Wireless Lan - Pc Streaming - Internet Access"						short description is not available			[1180168]
